"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"BUDAPEST főváros","Budapest 12. kerület","09","036","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","690"
"BUDAPEST főváros","Budapest 12. kerület","06","037","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","773"
"BUDAPEST főváros","Budapest 12. kerület","09","038","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","996"
"BUDAPEST főváros","Budapest 12. kerület","09","039","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 065"
"BUDAPEST főváros","Budapest 12. kerület","10","040","1125 Budapest 12, Szarvas Gábor út 8/c (Családsegítő Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","782"
"BUDAPEST főváros","Budapest 12. kerület","12","041","1125 Budapest 12, Virányos út 48.  (Virányos Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","589"
"BUDAPEST főváros","Budapest 12. kerület","10","042","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","890"
"BUDAPEST főváros","Budapest 12. kerület","10","043","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","950"
"BUDAPEST főváros","Budapest 12. kerület","11","044","1121 Budapest 12, Hollós út 5. (Jókai Klub)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 121"
"BUDAPEST főváros","Budapest 12. kerület","11","045","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","738"
"BUDAPEST főváros","Budapest 12. kerület","11","046","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 007"
"BUDAPEST főváros","Budapest 12. kerület","11","047","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 135"
"BUDAPEST főváros","Budapest 12. kerület","02","048","1122 Budapest 12, Csaba u. 16/c (Pannonia Sacra Kat. Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","864"
"BUDAPEST főváros","Budapest 12. kerület","02","049","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","914"
"BUDAPEST főváros","Budapest 12. kerület","10","050","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","838"
"BUDAPEST főváros","Budapest 12. kerület","12","051","1125 Budapest 12, Virányos út 48.(Virányos Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","588"
"BUDAPEST főváros","Budapest 12. kerület","12","052","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","992"
"BUDAPEST főváros","Budapest 12. kerület","12","053","1121 Budapest 12, Béla király út  59-61.(Zugligeti Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","937"
"BUDAPEST főváros","Budapest 12. kerület","12","054","1125 Budapest 12, Virányos út 48. (Virányos Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","736"
"BUDAPEST főváros","Budapest 12. kerület","01","055","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","728"
"BUDAPEST főváros","Budapest 13. kerület","01","001","1137 Budapest 13, Radnóti M. utca  8-10. (Gárdonyi G. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 163"
"BUDAPEST főváros","Budapest 13. kerület","01","002","1137 Budapest 13, Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 011"
"BUDAPEST főváros","Budapest 13. kerület","01","003","1136 Budapest 13, Tátra utca 11. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","985"
"BUDAPEST főváros","Budapest 13. kerület","01","004","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","974"
"BUDAPEST főváros","Budapest 13. kerület","01","005","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","969"
"BUDAPEST főváros","Budapest 13. kerület","02","006","1136 Budapest 13, Tátra utca 11. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 220"
"BUDAPEST főváros","Budapest 13. kerület","02","007","1137 Budapest 13, Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 032"
"BUDAPEST főváros","Budapest 13. kerület","02","008","1137 Budapest 13, Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 112"
"BUDAPEST főváros","Budapest 13. kerület","02","009","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 151"
"BUDAPEST főváros","Budapest 13. kerület","02","010","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 061"
"BUDAPEST főváros","Budapest 13. kerület","03","011","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","782"
"BUDAPEST főváros","Budapest 13. kerület","03","012","1136 Budapest 13, Hegedűs Gyula utca 43. (Mozgássérültek Bud.Egy.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","948"
"BUDAPEST főváros","Budapest 13. kerület","03","013","1132 Budapest 13, Visegrádi utca 47/C (Szakorvosi rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 030"
"BUDAPEST főváros","Budapest 13. kerület","03","014","1132 Budapest 13, Visegrádi utca 47/C (Szakorvosi rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 054"
"BUDAPEST főváros","Budapest 13. kerület","03","015","1137 Budapest 13, Radnóti M. utca 35. (Herman O. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 135"
"BUDAPEST főváros","Budapest 13. kerület","03","016","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","883"
"BUDAPEST főváros","Budapest 13. kerület","04","017","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 113"
"BUDAPEST főváros","Budapest 13. kerület","04","018","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 155"
"BUDAPEST főváros","Budapest 13. kerület","04","019","1133 Budapest 13, Gogol utca  32. (Hétszín Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 149"
"BUDAPEST főváros","Budapest 13. kerület","04","020","1133 Budapest 13, Gogol utca  32. (Hétszín Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 217"
"BUDAPEST főváros","Budapest 13. kerület","04","021","1133 Budapest 13, Tutaj utca 7-11. (Pannónia Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 188"
"BUDAPEST főváros","Budapest 13. kerület","05","022","1133 Budapest 13, Tutaj utca 7-11. (Pannónia Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 192"
"BUDAPEST főváros","Budapest 13. kerület","05","023","1133 Budapest 13, Tutaj utca 7-11. (Pannónia Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 373"
"BUDAPEST főváros","Budapest 13. kerület","05","024","1133 Budapest 13, Tutaj utca 7-11. (Pannónia Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 152"
"BUDAPEST főváros","Budapest 13. kerület","05","025","1134 Budapest 13, Kassák Lajos utca 17. (Meséskert Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 006"
"BUDAPEST főváros","Budapest 13. kerület","05","026","1134 Budapest 13, Kassák Lajos utca 17. (Meséskert Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 113"
"BUDAPEST főváros","Budapest 13. kerület","05","027","1134 Budapest 13, Dózsa György út 136. (Ének-zenei Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 310"
"BUDAPEST főváros","Budapest 13. kerület","06","028","1133 Budapest 13, Kárpát utca 49-53. (Berzsenyi Dániel Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 001"
"BUDAPEST főváros","Budapest 13. kerület","06","029","1138 Budapest 13, Vizafogó sétány 2. (Vizafogó Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 135"
"BUDAPEST főváros","Budapest 13. kerület","06","030","1138 Budapest 13, Vizafogó sétány 2. (Vizafogó Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","985"
"BUDAPEST főváros","Budapest 13. kerület","06","031","1138 Budapest 13, Vizafogó sétány 2. (Vizafogó Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","948"
"BUDAPEST főváros","Budapest 13. kerület","06","032","1138 Budapest 13, Vizafogó sétány 2. (Vizafogó Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","975"
"BUDAPEST főváros","Budapest 13. kerület","06","033","1138 Budapest 13, Vizafogó sétány 2. (Vizafogó Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","988"
"BUDAPEST főváros","Budapest 13. kerület","07","034","1133 Budapest 13, Kárpát utca 49-53. (Berzsenyi Dániel Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","737"
"BUDAPEST főváros","Budapest 13. kerület","07","035","1133 Budapest 13, Visegrádi utca 96/B (Idősek Klubja)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 120"
"BUDAPEST főváros","Budapest 13. kerület","07","036","1134 Budapest 13, Váci út 57. (PRIZMA Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 112"
"BUDAPEST főváros","Budapest 13. kerület","07","037","1134 Budapest 13, Váci út 57. (PRIZMA Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 424"
"BUDAPEST főváros","Budapest 13. kerület","07","038","1134 Budapest 13, Váci út 57. (PRIZMA Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 031"
"BUDAPEST főváros","Budapest 13. kerület","07","039","1134 Budapest 13, Tüzér utca 56-58. (Prevenciós Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 490"
"BUDAPEST főváros","Budapest 13. kerület","08","040","1134 Budapest 13, Dózsa György út 136. (Ének-zenei Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","953"
"BUDAPEST főváros","Budapest 13. kerület","08","041","1134 Budapest 13, Kassák Lajos utca 38. (Idősek Klubja)","10 ezer lakos feletti település, nem megyei jogú város","Nem","939"
"BUDAPEST főváros","Budapest 13. kerület","08","042","1134 Budapest 13, Tüzér utca 56-58. (Prevenciós Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 104"
"BUDAPEST főváros","Budapest 13. kerület","08","043","1134 Budapest 13, Dózsa György út 136. (Ének-zenei Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","872"
"BUDAPEST főváros","Budapest 13. kerület","08","044","1134 Budapest 13, Dózsa György út 136. (Ének-zenei Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","988"
"BUDAPEST főváros","Budapest 13. kerület","08","045","1134 Budapest 13, Tüzér utca 56-58. (Prevenciós Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 100"
"BUDAPEST főváros","Budapest 13. kerület","09","046","1139 Budapest 13, Szegedi út 17. (Szakorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","946"
"BUDAPEST főváros","Budapest 13. kerület","09","047","1139 Budapest 13, Szegedi út 17. (Szakorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 140"
"BUDAPEST főváros","Budapest 13. kerület","09","048","1135 Budapest 13, Petneházy utca 69-71. (Napraforgó Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 298"
"BUDAPEST főváros","Budapest 13. kerület","09","049","1139 Budapest 13, Szegedi út 17. (Szakorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 265"
"BUDAPEST főváros","Budapest 13. kerület","09","050","1135 Budapest 13, Csata utca 20. (Csata Utcai Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 081"
"BUDAPEST főváros","Budapest 13. kerület","09","051","1135 Budapest 13, Csata utca 20. (Csata Utcai Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 089"
"BUDAPEST főváros","Budapest 13. kerület","10","052","1139 Budapest 13, Pap Károly utca 10. (Háziorvosi Rendelő)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 004"
"BUDAPEST főváros","Budapest 13. kerület","10","053","1139 Budapest 13, Lomb utca 20. (PRIZMA Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 328"
"BUDAPEST főváros","Budapest 13. kerület","10","054","1138 Budapest 13, Karikás Frigyes utca 3. (Hunyadi M. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","897"
"BUDAPEST főváros","Budapest 13. kerület","10","055","1138 Budapest 13, Karikás Frigyes utca 3. (Hunyadi M. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","864"
"BUDAPEST főváros","Budapest 13. kerület","10","056","1138 Budapest 13, Karikás Frigyes utca 3. (Hunyadi M. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","756"
"BUDAPEST főváros","Budapest 13. kerület","10","057","1138 Budapest 13, Karikás Frigyes utca 3. (Hunyadi M. Ált.Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 353"
"BUDAPEST főváros","Budapest 13. kerület","11","058","1139 Budapest 13, Petneházy utca 69-71. (Napraforgó Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 298"
"BUDAPEST főváros","Budapest 13. kerület","11","059","1139 Budapest 13, Országbíró u. 10. (Pitypang Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 297"
"BUDAPEST főváros","Budapest 13. kerület","11","060","1139 Budapest 13, Országbíró u. 10. (Pitypang Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 025"
"BUDAPEST főváros","Budapest 13. kerület","11","061","1139 Budapest 13, Pap Károly utca 22/C (Idősek Klubja)","10 ezer lakos feletti település, nem megyei jogú város","Igen","950"
"BUDAPEST főváros","Budapest 13. kerület","11","062","1139 Budapest 13, Országbíró u. 10. (Pitypang Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 178"
"BUDAPEST főváros","Budapest 13. kerület","11","063","1139 Budapest 13, Országbíró u. 10. (Pitypang Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 470"
"BUDAPEST főváros","Budapest 13. kerület","12","064","1131 Budapest 13, Futár utca 18. (Eötvös József Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 177"
"BUDAPEST főváros","Budapest 13. kerület","12","065","1131 Budapest 13, Futár utca 18. (Eötvös József Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","998"
